day_of_year,Name,Median occupancy rate,Max occupancy rate,Min occupancy rate,Median beds open,Max beds open,Min beds open,Median beds occupied,Max beds occupied,Min beds occupied,Median critical care beds occupancy rate,Max critical care beds occupancy rate,Min critical care beds occupancy rate,Median no. beds occupied by long-stay patients (> 7 days),Max no. beds occupied by long-stay patients (> 7 days),Min no. beds occupied by long-stay patients (> 7 days),Median no. beds occupied by long-stay patients (> 21 days),Max no. beds occupied by long-stay patients (> 21 days),Min no. beds occupied by long-stay patients (> 21 days)
2022-02-25,Northern Lincolnshire And Goole NHS Foundation Trust,0.9211886304909561,0.9828722002635046,0,759,774,739,713,746,688,0.8571428571428571,1,0.857142857142857,NA,NA,NA,NA,NA,NA
2022-02-25,Northumbria Healthcare NHS Foundation Trust,NA,NA,NA,898,1119,888,810.5,1074,788,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-25,Nottingham University Hospitals NHS Trust,0,0.9810964083175804,0,1578,1587,1540,1486,1557,1423,0.8275862068965517,0.9111111111111111,0.741379310344828,NA,NA,NA,NA,NA,NA
2022-02-25,Oxford University Hospitals NHS Foundation Trust,0,0,0,951,1038,924,912,999,862,0.7692307692307693,0.9178082191780822,0.75,471,501,407,172,202,131
2022-02-25,Oxford University Hospitals NHS Trust,0.9663132731830872,0.9751243781094527,0.9575021682567216,1179.5,1206,1153,1140,1176,1104,0.7769097222222222,0.9444444444444444,0.609375,NA,NA,NA,NA,NA,NA
2022-02-25,Papworth Hospital NHS Foundation Trust,0.7792983883465054,0.8410041841004184,0.7175925925925926,227.5,239,216,178,201,155,0.8076923076923077,0.8461538461538461,0.7692307692307693,NA,NA,NA,NA,NA,NA
2022-02-25,Pennine Acute Hospitals NHS Trust,0,0.9500520291363164,0,1093,1101,961,1002,1029,912,0.7941176470588235,0.885714285714286,0.7777777777777778,NA,NA,NA,NA,NA,NA
2022-02-25,Peterborough And Stamford Hospitals NHS Foundation Trust,0.9260899814471243,0.9628942486085343,0.8892857142857142,549.5,560,539,508.5,519,498,0.6923076923076923,0.6923076923076923,0.6923076923076923,NA,NA,NA,NA,NA,NA
2022-02-25,Plymouth Hospitals NHS Trust,0.9721254355400697,0.9893867924528302,0,848,861,831,837,839,824,0.6904761904761905,0.7142857142857143,0.571428571428571,NA,NA,NA,NA,NA,NA
2022-02-25,Poole Hospital NHS Foundation Trust,0,0.950592885375494,0,506,516,489,481,490,401,0.8181818181818182,1,0.7272727272727273,NA,NA,NA,NA,NA,NA
2022-02-25,Portsmouth Hospitals NHS Trust,0,0.9686311787072244,0,1025,1063,1008,994,1034,943,0.8947368421052632,0.9411764705882353,0.7368421052631579,NA,NA,NA,NA,NA,NA
2022-02-25,Queen Victoria Hospital NHS Foundation Trust,0.7947957839262187,0.8939393939393939,0.6956521739130435,56,66,46,45.5,59,32,0.6666666666666666,0.6666666666666666,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-02-25,Royal Berkshire NHS Foundation Trust,0,0.9710806697108066,0,645,658,633,626,638,579,1,1,0.8333333333333334,NA,NA,NA,NA,NA,NA
2022-02-25,Royal Brompton & Harefield NHS Foundation Trust,0.8343903870610102,0.9050445103857567,0.7637362637362637,350.5,364,337,291.5,305,278,0.6985827474612208,0.9029126213592233,0.4942528735632184,NA,NA,NA,NA,NA,NA
2022-02-25,Royal Cornwall Hospitals NHS Trust,0,0.9376,0,636,652,625,578,586,549,0.7333333333333333,0.933333333333333,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-02-25,Royal Devon and Exeter NHS Foundation Trust,0,0,0,743.5,811,676,684.5,755,614,0.8400000000000001,0.92,0.76,330,360,300,115,132,98
2022-02-25,Royal Devon And Exeter NHS Foundation Trust,0.815006468305304,0.9601100412654745,0,727,773,669,630,698,621,0.72,1,0.64,NA,NA,NA,NA,NA,NA
2022-02-25,Royal Free London NHS Foundation Trust,0,0.9938423645320197,0,846,891,812,839,869,807,0.9642857142857143,1,0.8947368421052632,NA,NA,NA,NA,NA,NA
2022-02-25,Royal Liverpool and Broadgreen University Hospitals NHS Trust,0,0,0,810,810,810,751,751,751,0.8648648648648649,0.8648648648648649,0.8648648648648649,425,425,425,193,193,193
2022-02-25,Royal Liverpool And Broadgreen University Hospitals NHS Trust,0.9317365269461078,0.9882766705744431,0,835,853,825,778,843,774,0.8857142857142857,0.9714285714285714,0.783783783783784,NA,NA,NA,NA,NA,NA
2022-02-25,Royal National Orthopaedic Hospital NHS Trust,0.7445112621428318,0.7515923566878981,0.7374301675977654,168,179,157,125,132,118,0.44999999999999996,0.6,0.3,NA,NA,NA,NA,NA,NA
2022-02-25,Royal Surrey County Hospital NHS Foundation Trust,0,0.9713603818615751,0,412,455,394,381,445,374,0.96,1,0.952380952380952,NA,NA,NA,NA,NA,NA
2022-02-25,Royal United Hospital Bath NHS Foundation Trust,0.9332729381764497,0.9464831804281345,0.9200626959247649,646,654,638,603,619,587,0.8076923076923077,0.8461538461538461,0.7692307692307693,NA,NA,NA,NA,NA,NA
2022-02-25,Royal United Hospitals Bath NHS Foundation Trust,0,0,0,632,634,618,614,622,604,0.6923076923076923,0.923076923076923,0.6923076923076923,306,367,260,102,135,92
2022-02-25,Salford Royal NHS Foundation Trust,0,1,0,770,821,625,755,776,625,0.9583333333333334,1,0.755555555555556,NA,NA,NA,NA,NA,NA
2022-02-25,Salisbury NHS Foundation Trust,0,0.9861111111111112,0,432,457,401,426,442,392,0.9,1,0.5,NA,NA,NA,NA,NA,NA
2022-02-25,Sandwell and West Birmingham Hospitals NHS Trust,0,0,0,608.5,610,607,564,572,556,0.8972431077694235,0.9523809523809523,0.8421052631578947,284.5,302,267,82.5,96,69
2022-02-25,Sandwell And West Birmingham Hospitals NHS Trust,0.7727930535455861,0.8909574468085106,0,691,752,637,594,670,534,0.8888888888888888,0.9375,0.857142857142857,NA,NA,NA,NA,NA,NA
2022-02-25,Sheffield Children's NHS Foundation Trust,0,0.9194630872483222,0,147,149,145,125,137,112,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-25,Sheffield Teaching Hospitals NHS Foundation Trust,0,0.9779559118236473,0,1497,1599,1377,1462,1520,1337,0.8050847457627118,0.8932038834951457,0.5847457627118644,NA,NA,NA,NA,NA,NA
2022-02-25,Sherwood Forest Hospitals NHS Foundation Trust,0,0.9412698412698413,0,630,639,610,593,610,557,0.9090909090909091,1,0.2727272727272727,NA,NA,NA,NA,NA,NA
2022-02-25,Shrewsbury and Telford Hospital NHS Trust,0,0,0,720.5,729,712,672,686,658,0.75,0.8333333333333334,0.6666666666666666,289,309,269,71,82,60
2022-02-25,Shrewsbury And Telford Hospital NHS Trust,0.9575342465753425,0.9918367346938776,0,730,735,724,699,729,693,0.8947368421052632,0.8947368421052632,0.777777777777778,NA,NA,NA,NA,NA,NA
2022-02-25,South Devon Healthcare NHS Foundation Trust,0.8555445722501798,0.9322429906542056,0.7788461538461539,422,428,416,361.5,399,324,0.9375,1,0.875,NA,NA,NA,NA,NA,NA
2022-02-25,South Tees Hospitals NHS Foundation Trust,0,0.9728718428437793,0,901,1069,857,832,1040,779,0.8548387096774194,0.9090909090909091,0.8166666666666667,NA,NA,NA,NA,NA,NA
2022-02-25,South Tyneside and Sunderland NHS Foundation Trust,0,0,0,1098,1098,1098,929,929,929,0.625,0.625,0.625,437,437,437,151,151,151
2022-02-25,South Tyneside NHS Foundation Trust,0.4274193548387097,0.954954954954955,0,313,333,297,290.5,318,265,1,1,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-02-25,South Warwickshire NHS Foundation Trust,0,0.9791231732776617,0,468,479,452,438,469,421,0.5714285714285714,1,0.42857142857142855,NA,NA,NA,NA,NA,NA
2022-02-25,Southend University Hospital NHS Foundation Trust,0,0.9517857142857142,0,543,560,527,528,538,487,0.8888888888888888,1,0.818181818181818,NA,NA,NA,NA,NA,NA
2022-02-25,Southport and Ormskirk Hospital NHS Trust,0,0,0,448.5,451,446,432,435,429,0.875,1,0.75,189,196,182,64.5,70,59
2022-02-25,Southport And Ormskirk Hospital NHS Trust,0.8861386138613861,0.9077306733167082,0,401,404,400,364,390,358,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-25,St George's Healthcare NHS Trust,0.9509884340907226,0.9910179640718563,0.910958904109589,939,1002,876,895.5,993,798,0.8561320754716981,0.9622641509433962,0.75,NA,NA,NA,NA,NA,NA
2022-02-25,St George's University Hospitals NHS Foundation Trust,0,0,0,847,855,843,835,839,804,0.9,0.9,0.8833333333333333,342,345,279,125,140,87
2022-02-25,St Helens and Knowsley Hospital Services NHS Trust,0,0,0,684,684,684,660,660,660,0.9230769230769231,0.9230769230769231,0.9230769230769231,342,342,342,120,120,120
2022-02-25,St Helens And Knowsley Hospital Services NHS Trust,0,0,0,715,715,715,695,695,695,0.916666666666667,0.916666666666667,0.916666666666667,373,373,373,164,164,164
2022-02-25,St Helens And Knowsley Hospitals NHS Trust,0.9616394335511983,0.965925925925926,0.9573529411764706,677.5,680,675,651.5,652,651,0.9583333333333333,1,0.9166666666666666,NA,NA,NA,NA,NA,NA
2022-02-25,St Helens and Knowsley Teaching Hospitals NHS Trust,0,0,0,683,683,683,649,649,649,0.9230769230769231,0.9230769230769231,0.9230769230769231,353,353,353,124,124,124
2022-02-25,Stockport NHS Foundation Trust,0,0.8986666666666666,0,725,770,633,664,686,596,0.846153846153846,1,0.5384615384615384,NA,NA,NA,NA,NA,NA
2022-02-25,Surrey and Sussex Healthcare NHS Trust,0.5,1,0,668.5,699,638,659.5,699,620,0.9375,1,0.875,364.5,365,364,132.5,134,131
2022-02-25,Surrey And Sussex Healthcare NHS Trust,0.9952229299363057,1,0.9919614147909968,628,646,622,625,646,617,1,1,0.9375,NA,NA,NA,NA,NA,NA
2022-02-25,Tameside and Glossop Integrated Care NHS Foundation Trust,0,0,0,435,437,433,419,428,410,1,1,1,198,212,184,70,74,66
2022-02-25,Tameside And Glossop Integrated Care NHS Foundation Trust,1,1,1,443,443,443,443,443,443,0.777777777777778,0.777777777777778,0.777777777777778,237,237,237,96,96,96
2022-02-25,Tameside Hospital NHS Foundation Trust,0.9719973847662635,0.9936842105263158,0.9503105590062112,479,483,475,465.5,472,459,0.8333333333333333,0.8888888888888888,0.7777777777777778,NA,NA,NA,NA,NA,NA
2022-02-25,Taunton and Somerset NHS Foundation Trust,0,0,0,599.5,600,599,551,569,533,0.7023809523809523,0.8333333333333334,0.5714285714285714,241.5,251,232,72,86,58
2022-02-25,Taunton And Somerset NHS Foundation Trust,0.8874773139745916,0.9547920433996383,0,553,590,551,528,550,489,0.6666666666666666,1,0.583333333333333,NA,NA,NA,NA,NA,NA
2022-02-25,The Christie NHS Foundation Trust,0.8874587353986796,0.9034090909090909,0.8715083798882681,177.5,179,176,157.5,159,156,0.5,0.625,0.375,NA,NA,NA,NA,NA,NA
2022-02-25,The Dudley Group NHS Foundation Trust,0,0.9188811188811189,0,679,715,635,620,657,602,0.956521739130435,1,0.8181818181818182,NA,NA,NA,NA,NA,NA
2022-02-25,The Hillingdon Hospitals NHS Foundation Trust,0,1,0,409,451,365,394,448,365,1,1,1,NA,NA,NA,NA,NA,NA
2022-02-25,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,0,0.9308437067773168,0,1532,1647,1446,1346,1520,1202,0.7441860465116279,0.8651685393258427,0.720930232558139,NA,NA,NA,NA,NA,NA
2022-02-25,The Princess Alexandra Hospital NHS Trust,0.8816964285714286,1,0,414,448,383,398,414,383,0.9,1,0.7,NA,NA,NA,NA,NA,NA
2022-02-25,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",NA,NA,NA,417,443,406,411.5,428,376,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-25,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.7926735921268453,0.8305084745762712,0.7548387096774194,166,177,155,132,147,117,1,1,1,NA,NA,NA,NA,NA,NA
2022-02-25,The Rotherham NHS Foundation Trust,0,0.9487179487179487,0,423,429,403,407,420,377,0.6428571428571429,0.8461538461538461,0.571428571428571,NA,NA,NA,NA,NA,NA
2022-02-25,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,0,0,0,608,616,600,531,537,525,0.9583333333333333,1,0.9166666666666666,264.5,272,257,79,83,75
2022-02-25,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,0.8653846153846154,0.9567307692307693,0,586,624,572,548,597,495,0.666666666666667,0.8333333333333334,0.5,NA,NA,NA,NA,NA,NA
2022-02-25,The Royal Marsden NHS Foundation Trust,0.8266904781232243,0.865979381443299,0.7874015748031497,160.5,194,127,134,168,100,0.78125,0.8125,0.75,NA,NA,NA,NA,NA,NA
2022-02-25,The Royal Wolverhampton NHS Trust,0,0.9407806191117093,0,753,762,732,699,707,669,0.5714285714285714,0.7142857142857143,0.5,NA,NA,NA,NA,NA,NA
2022-02-25,The Walton Centre NHS Foundation Trust,0.9082494969818913,0.9714285714285714,0.8450704225352113,141,142,140,128,136,120,0.875,0.95,0.8,NA,NA,NA,NA,NA,NA
2022-02-25,The Whittington Hospital NHS Trust,0.9914893617021276,1,0,236,301,235,236,290,233,0.7333333333333333,1,0.733333333333333,NA,NA,NA,NA,NA,NA
2022-02-25,Torbay and South Devon NHS Foundation Trust,0,0,0,381,404,358,368,392,344,0.8,0.9,0.7,137,140,134,30.5,33,28
2022-02-25,Torbay And South Devon NHS Foundation Trust,0,0,0,375,375,375,329,329,329,0.6,0.6,0.6,112,112,112,27,27,27
2022-02-25,United Lincolnshire Hospitals NHS Trust,0,0.9948770491803278,0,976,1002,961,936,976,906,0.7096774193548387,0.8709677419354839,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-02-25,University College London Hospitals NHS Foundation Trust,0,0.911504424778761,0,946,972,452,737,841,412,0.8461538461538461,0.9428571428571428,0.7704918032786885,NA,NA,NA,NA,NA,NA
2022-02-25,University Hospital Of South Manchester NHS Foundation Trust,0.9382663357696084,0.950561797752809,0.9259708737864077,857,890,824,804.5,846,763,0.9138342277877162,0.9302325581395349,0.8974358974358975,NA,NA,NA,NA,NA,NA
2022-02-25,University Hospital Southampton NHS Foundation Trust,0,0.9788101059494703,0,1205,1227,1064,1159,1201,1034,0.9090909090909091,0.9464285714285714,0.7936507936507936,NA,NA,NA,NA,NA,NA
2022-02-25,University Hospitals Birmingham NHS Foundation Trust,0,0.9981549815498155,0,1084,2522,1067,1082,2417,1017,0.9583333333333334,1,0.95,NA,NA,NA,NA,NA,NA
2022-02-25,University Hospitals Bristol NHS Foundation Trust,0,0.9512195121951219,0,777,881,697,731,793,663,0.9636363636363636,1,0.8909090909090909,NA,NA,NA,NA,NA,NA
2022-02-25,University Hospitals Coventry and Warwickshire NHS Trust,0,0,0,1119,1131,1107,1094.5,1101,1088,0.9459459459459459,0.9459459459459459,0.9459459459459459,543,567,519,207.5,227,188
2022-02-25,University Hospitals Coventry And Warwickshire NHS Trust,0.9695885509838998,0.9991031390134529,0,1118,1118,1115,1093,1114,1084,0.972972972972973,1,0.9230769230769231,NA,NA,NA,NA,NA,NA
2022-02-25,University Hospitals of Derby and Burton NHS Foundation Trust,0,0,0,1456.5,1474,1439,1291.5,1303,1280,0.7818181818181819,0.7818181818181819,0.7818181818181819,612.5,624,601,195,210,180
2022-02-25,University Hospitals of Leicester NHS Trust,0,0,0,1592.5,1602,1583,1475.5,1513,1438,0.7283950617283951,0.7283950617283951,0.7283950617283951,585.5,626,545,185,198,172
2022-02-25,University Hospitals Of Leicester NHS Trust,0.8987492555092317,0.9555555555555556,0,1673,1679,1620,1541,1548,1509,0.7125,0.85,0.6973684210526315,NA,NA,NA,NA,NA,NA
2022-02-25,University Hospitals of Morecambe Bay NHS Foundation Trust,0,0,0,648,652,644,621,629,613,0.8214285714285714,0.9285714285714286,0.7142857142857143,314,321,307,125,128,122
2022-02-25,University Hospitals Of Morecambe Bay NHS Foundation Trust,0.9272197962154294,0.9899425287356322,0,687,696,654,647,689,637,0.9285714285714286,0.9285714285714286,0.833333333333333,NA,NA,NA,NA,NA,NA
2022-02-25,University Hospitals of North Midlands NHS Trust,0,0,0,1431.5,1433,1430,1357,1368,1346,0.8414634146341464,0.9024390243902439,0.7804878048780488,633.5,638,629,228.5,237,220
2022-02-25,University Hospitals Of North Midlands NHS Trust,0.9700374531835206,0.9896831245394252,0,1357,1397,1335,1343,1377,1295,0.926829268292683,0.9375,0.9,NA,NA,NA,NA,NA,NA
2022-02-25,University Hospitals Plymouth NHS Trust,0,0,0,843.5,851,836,837.5,841,834,0.7380952380952381,0.7619047619047619,0.7142857142857143,353.5,380,327,86,99,73
2022-02-25,Walsall Healthcare NHS Trust,0.9730848861283644,1,0,516,547,451,508,542,450,1,1,0.8461538461538461,NA,NA,NA,NA,NA,NA
2022-02-25,Warrington and Halton Hospitals NHS Foundation Trust,0,0,0,541.5,557,526,486.5,518,455,0.9444444444444444,1,0.8888888888888888,264,274,254,110,113,107
2022-02-25,Warrington And Halton Hospitals NHS Foundation Trust,0.8830715532286213,0.903114186851211,0,578,592,573,522,524,506,1,1,0.9444444444444444,NA,NA,NA,NA,NA,NA
2022-02-25,West Hertfordshire Hospitals NHS Trust,0,0.9381443298969072,0,681,702,679,637,653,621,0.8333333333333334,1,0.631578947368421,NA,NA,NA,NA,NA,NA
2022-02-25,West Suffolk NHS Foundation Trust,0,0.9702517162471396,0,449,464,422,438,452,407,0.5555555555555556,0.777777777777778,0.4444444444444444,NA,NA,NA,NA,NA,NA
2022-02-25,Western Sussex Hospitals NHS Foundation Trust,0,0.9477351916376306,0,928,939,861,867,890,816,0.8571428571428571,0.863636363636364,0.6363636363636364,NA,NA,NA,NA,NA,NA
2022-02-25,Weston Area Health NHS Trust,0.98828125,1,0,267,271,256,266,270,253,0.8,0.8,0.6,NA,NA,NA,NA,NA,NA
2022-02-25,Whittington Health NHS Trust,0,0,0,243,268,218,236.5,258,215,0.8500000000000001,0.9,0.8,99.5,113,86,33,40,26
2022-02-25,Wirral University Teaching Hospital NHS Foundation Trust,0,0.9819694868238558,0,798,816,721,790,804,708,0.8888888888888888,0.9444444444444444,0.7777777777777778,NA,NA,NA,NA,NA,NA
2022-02-25,Worcestershire Acute Hospitals NHS Trust,0,1,0,757,794,698,755,787,690,0.9230769230769231,0.961538461538462,0.8695652173913043,NA,NA,NA,NA,NA,NA
2022-02-25,"Wrightington, Wigan and Leigh NHS Foundation Trust",0,0,0,448,458,438,421,425,417,0.6818181818181819,0.7272727272727273,0.6363636363636364,175,185,165,43.5,54,33
2022-02-25,"Wrightington, Wigan And Leigh NHS Foundation Trust",0.9536423841059603,0.9801762114537445,0,454,457,453,445,448,432,0.8181818181818182,0.8181818181818182,0.454545454545455,NA,NA,NA,NA,NA,NA
2022-02-25,Wye Valley NHS Trust,0,0.9469026548672567,0,243,268,226,241,253,214,0.833333333333333,1,0.5,NA,NA,NA,NA,NA,NA
2022-02-25,Yeovil District Hospital NHS Foundation Trust,0,0.9553571428571429,0,344,369,336,319,345,292,0.9,1,0.7,NA,NA,NA,NA,NA,NA
2022-02-25,York Teaching Hospital NHS Foundation Trust,0,0.9130434782608695,0,933,1012,898,856,924,833,0.9444444444444444,0.947368421052632,0.6842105263157895,NA,NA,NA,NA,NA,NA
2022-02-26,Aintree University Hospital NHS Foundation Trust,0.4819277108433735,0.9671897289586305,0,780,822,701,744,794,678,0.8913043478260869,1,0.6956521739130435,NA,NA,NA,NA,NA,NA
2022-02-26,Airedale NHS Foundation Trust,0,0.9825581395348837,0,364,370,343,353,358,324,0.8571428571428571,1,0.5714285714285714,NA,NA,NA,NA,NA,NA
2022-02-26,Alder Hey Children's NHS Foundation Trust,0,0.7899159663865546,0,201,238,163,158,188,127,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-26,Ashford and St Peter's Hospitals NHS Foundation Trust,0,0,0,478,478,478,466.5,472,461,0.7307692307692308,0.7692307692307693,0.6923076923076923,263.5,281,246,92.5,93,92
2022-02-26,Ashford And St Peter's Hospitals NHS Foundation Trust,0.9909502262443439,0.995249406175772,0,442,469,421,421,438,419,1,1,0.769230769230769,NA,NA,NA,NA,NA,NA
2022-02-26,"Barking, Havering and Redbridge University Hospitals NHS Trust",0,0,0,940,954,926,908.5,915,902,0.8557692307692308,0.9423076923076923,0.7692307692307693,399,403,395,149,153,145
2022-02-26,"Barking, Havering And Redbridge University Hospitals NHS Trust",0.9378531073446328,0.996244131455399,0,1062,1065,911,996,1061,902,0.8793103448275862,0.942307692307692,0.8620689655172413,NA,NA,NA,NA,NA,NA
2022-02-26,Barnsley Hospital NHS Foundation Trust,0,0.9949874686716792,0,407,448,397,397,446,375,0.909090909090909,0.9090909090909091,0.7272727272727273,NA,NA,NA,NA,NA,NA
2022-02-26,Barts Health NHS Trust,0,0.956,0,1569,1723,1500,1497,1635,1434,0.875,0.958333333333333,0.7961165048543689,NA,NA,NA,NA,NA,NA
2022-02-26,Basildon and Thurrock University Hospitals NHS Foundation Trust,0,0,0,691,697,685,662.5,683,642,0.9117647058823529,0.9411764705882353,0.8823529411764706,296,300,292,86,91,81
2022-02-26,Basildon And Thurrock University Hospitals NHS Foundation Trust,0.9959128065395095,1,0,734,746,719,731,746,712,0.882352941176471,0.9411764705882353,0.8529411764705882,NA,NA,NA,NA,NA,NA
2022-02-26,Bedford Hospital NHS Trust,0,0.9603174603174603,0,389,408,366,381,399,350,0.7272727272727273,0.909090909090909,0.5454545454545454,NA,NA,NA,NA,NA,NA
2022-02-26,Birmingham Children's Hospital NHS Foundation Trust,0.8839456360161393,0.9411764705882353,0.8267148014440433,257.5,277,238,226.5,229,224,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-26,Birmingham Women's and Children's NHS Foundation Trust,0,0,0,277,278,276,234,234,234,0.75,1,0.5,22,23,21,9.5,10,9
2022-02-26,Birmingham Women's And Children's NHS Foundation Trust,0,0,0,271,271,271,236,236,236,1,1,1,133,133,133,86,86,86
2022-02-26,Birmingham Women's NHS Foundation Trust,NA,NA,NA,40,40,40,17,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-26,Blackpool Teaching Hospitals NHS Foundation Trust,0,0.9725,0,759,800,685,727,778,647,0.764705882352941,0.9705882352941176,0.6176470588235294,NA,NA,NA,NA,NA,NA
2022-02-26,Bolton NHS Foundation Trust,0,1,0,597,615,478,566,591,478,0.8333333333333334,1,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-02-26,Bradford Teaching Hospitals NHS Foundation Trust,0,0.9347517730496454,0,705,730,624,659,689,610,0.6875,1,0.625,NA,NA,NA,NA,NA,NA
2022-02-26,Brighton and Sussex University Hospitals NHS Trust,0,0,0,888.5,890,887,874.5,884,865,0.8723404255319149,0.8936170212765957,0.851063829787234,465,467,463,173.5,175,172
2022-02-26,Brighton And Sussex University Hospitals NHS Trust,0.9525,0.9731934731934732,0,849,858,800,830,835,762,0.9038461538461539,0.957446808510638,0.7843137254901961,NA,NA,NA,NA,NA,NA
2022-02-26,Buckinghamshire Healthcare NHS Trust,0,0.9787234042553191,0,564,589,459,552,576,450,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-02-26,Burton Hospitals NHS Foundation Trust,0.9766081871345029,0.989100817438692,0,344,367,342,334,363,332,0.6,0.9,0.6,NA,NA,NA,NA,NA,NA
2022-02-26,Calderdale and Huddersfield NHS Foundation Trust,0,0,0,661.5,662,661,594.5,621,568,0.7307692307692308,0.8461538461538461,0.6153846153846154,283,296,270,107,120,94
2022-02-26,Calderdale And Huddersfield NHS Foundation Trust,0.93519882179676,0.9354354354354354,0,679,701,666,635,651,623,0.6923076923076923,0.769230769230769,0.46153846153846156,NA,NA,NA,NA,NA,NA
2022-02-26,Cambridge University Hospitals NHS Foundation Trust,0,0.9973368841544608,0,945,987,751,884,922,749,0.8846153846153846,0.9433962264150944,0.8461538461538461,NA,NA,NA,NA,NA,NA
2022-02-26,Central Manchester University Hospitals NHS Foundation Trust,0.8981788079470199,0.9006622516556292,0.8956953642384106,1208,1208,1208,1085,1088,1082,0.8284298049248482,0.864406779661017,0.7924528301886793,NA,NA,NA,NA,NA,NA
2022-02-26,Chelsea and Westminster Hospital NHS Foundation Trust,NA,NA,NA,712,712,712,679,679,679,NA,NA,NA,181,362,0,72,144,0
2022-02-26,Chelsea And Westminster Hospital NHS Foundation Trust,0.9611111111111111,0.9746192893401016,0,695,720,591,631,692,576,0.75,0.8,0.7272727272727273,NA,NA,NA,NA,NA,NA
2022-02-26,Chesterfield Royal Hospital NHS Foundation Trust,0,0.9657258064516129,0,524,549,496,504,523,479,0.8,1,0.666666666666667,NA,NA,NA,NA,NA,NA
2022-02-26,City Hospitals Sunderland NHS Foundation Trust,0.4174434087882823,0.8958611481975968,0,750,758,744,653,671,627,0.7777777777777777,0.8333333333333334,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-02-26,Colchester Hospital University NHS Foundation Trust,0.9554794520547946,0.9845890410958904,0,584,588,584,575,583,558,0.9166666666666666,1,0.692307692307692,NA,NA,NA,NA,NA,NA
2022-02-26,Countess of Chester Hospital NHS Foundation Trust,0,0,0,473,474,472,448,455,441,0.8666666666666667,0.9333333333333333,0.8,268,270,266,113,122,104
2022-02-26,Countess Of Chester Hospital NHS Foundation Trust,0.9792626728110599,0.9979919678714859,0,498,524,434,497,503,425,0.8666666666666667,0.933333333333333,0.8666666666666667,NA,NA,NA,NA,NA,NA
2022-02-26,County Durham and Darlington NHS Foundation Trust,0,0,0,874,881,867,797,798,796,0.6428571428571428,0.6666666666666666,0.6190476190476191,343.5,371,316,107.5,118,97
2022-02-26,County Durham And Darlington NHS Foundation Trust,0.922093023255814,0.958968347010551,0,860,869,853,818,823,793,0.857142857142857,0.8571428571428571,0.8095238095238095,NA,NA,NA,NA,NA,NA
2022-02-26,Croydon Health Services NHS Trust,0.9957627118644068,1,0,475,509,458,475,509,444,0.928571428571429,1,0.8571428571428571,NA,NA,NA,NA,NA,NA
2022-02-26,Dartford and Gravesham NHS Trust,0,0,0,521.5,537,506,499.5,513,486,0.8500000000000001,0.9,0.8,242.5,258,227,71,81,61
2022-02-26,Dartford And Gravesham NHS Trust,0.948076923076923,0.973384030418251,0,526,530,520,503,512,493,0.9,1,0.9,NA,NA,NA,NA,NA,NA
2022-02-26,Derby Hospitals NHS Foundation Trust,0.9007333560730565,0.9453781512605042,0.8560885608856088,1018,1084,952,914,928,900,0.7951388888888888,0.8125,0.7777777777777778,NA,NA,NA,NA,NA,NA
2022-02-26,Derby Teaching Hospitals NHS Foundation Trust,0,0,0,1088,1088,1088,975,975,975,0.8,0.8,0.8,410,410,410,142,142,142
2022-02-26,Doncaster And Bassetlaw Hospitals NHS Foundation Trust,0.8931057153868824,0.893491124260355,0.89272030651341,814,845,783,727,755,699,0.9199999999999999,0.96,0.88,NA,NA,NA,NA,NA,NA
2022-02-26,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,0,0,0,738,744,732,690,698,682,0.94,0.96,0.92,294,300,288,88,92,84
2022-02-26,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,0,0,0,744,744,744,702,702,702,0.92,0.92,0.92,231,231,231,76,76,76
2022-02-26,Dorset County Hospital NHS Foundation Trust,0,0.9901960784313726,0,306,309,292,298,303,244,0.875,1,0.625,NA,NA,NA,NA,NA,NA
2022-02-26,East and North Hertfordshire NHS Trust,0,0,0,567.5,574,561,550.5,563,538,0.9222222222222223,0.9444444444444444,0.9,246.5,254,239,71.5,77,66
2022-02-26,East And North Hertfordshire NHS Trust,0.9589285714285715,0.9599332220367279,0,585,599,560,575,582,537,0.9,0.95,0.85,NA,NA,NA,NA,NA,NA
